0.1	0.052222222	0.047	0.0
0.5	0.052222222	0.047	0.0
1.0	0.052222222	0.047	0.0
0.1	0.111111111	0.047	0.0
0.5	0.111111111	0.047	0.0
1.0	0.111111111	0.047	0.0
0.1	0.222222222	0.047	0.0
0.5	0.222222222	0.047	0.0
1.0	0.222222222	0.047	0.0
0.1	0.052222222	0.47	0.1
0.5	0.052222222	0.47	0.1
1.0	0.052222222	0.47	0.1
0.1	0.111111111	0.47	0.1
0.5	0.111111111	0.47	0.1
1.0	0.111111111	0.47	0.1
0.1	0.222222222	0.47	0.1
0.5	0.222222222	0.47	0.1
1.0	0.222222222	0.47	0.1
0.1	0.052222222	1.0	0.5
0.5	0.052222222	1.0	0.5
1.0	0.052222222	1.0	0.5
0.1	0.111111111	1.0	0.5
0.5	0.111111111	1.0	0.5
1.0	0.111111111	1.0	0.5
0.1	0.222222222	1.0	0.5
0.5	0.222222222	1.0	0.5
1.0	0.222222222	1.0	0.5
0.25	0.222222222	1.0	0.5
0.05	0.222222222	1.0	0.5
0.1	0.333333333	1.0	0.7
0.1	0.444444444	1.0	0.7
0.1	0.555555556	1.0	0.7
0.1	0.666666667	1.0	0.8
0.1	0.777777778	1.0	0.8
0.1	0.888888889	1.0	0.9
0.1	1.0	1.0	1.0
0.2	0.3	0.6	0.3
0.3	0.4	0.7	0.4
0.4	0.5	0.8	0.5
0.6	0.7	0.9	0.6
0.7	0.8	1.0	0.7
0.8	0.9	1.0	0.8
0.9	1.0	1.0	0.9 
